,ORGANIZATION_ID,SERVICE_ID,LOCATION_ID,ADDRESS_ID,SERVICE_LOCATION_ID,AGENCY_ID,CONTRACT_ID,VERIFY_ID,FILE_SOURCE,AGENCY_NAME,AGES_SERVED,CONTRACT_NUMBER,CONTRACT_AMOUNT,CONTRACT_START,CONTRACT_END,FISCAL_YEAR,PROVIDER_NAME,EIN,PROGRAM_NAME,SOURCE_AGENCY_ID,bbl,bin,cd,council,latitude,longitude,nta,tract,SITE_CATCHMENT,SITE_ADDRESS_1,SITE_ADDRESS_2,SITE_BORO,SITE_BUDGET,SITE_CITY,SITE_NAME,SITE_PHONE,ALTERNATE_SITE_PHONE,SITE_STATE,SITE_COUNTRY,SITE_URL,SITE_ZIP,VERIFICATION_DATE,active,STATUS,NOTES,SITE_INTERSECTION_STREET_1,SITE_INTERSECTION_STREET_2,STREET_NUMBER,STREET_NAME,SUPPRESS_ADDRESS,SCHEDULE,GRADES_SERVED,POPULATION_SERVED
10,1,2,4,4,5,69,8,11,DSS,HRA,,CT106920171404771,32062004.0,2016-01-01,2018-06-30,FY2018,LEGAL SERVICES NYC,13-2600199,LEGAL SERVICES INITIATIVES,,1017230033,1053504,110,9,40.8065220415,-73.9424933948,MN11,200,,1 WEST 125 STREET,,Manhattan,,NEW YORK,,,,NY,US,,10027,2018-02-07,1,,,,,1,WEST 125 STREET,0,,,
11,1,2,5,5,6,69,8,12,DSS,HRA,,CT106920171404771,32062004.0,2016-01-01,2018-06-30,FY2018,LEGAL SERVICES NYC,13-2600199,LEGAL SERVICES INITIATIVES,,2024620039,2101266,204,16,40.8322318976,-73.9196547727,BX14,18102,,1118 GRAND CONCOURSE,,Bronx,,BRONX,,,,NY,US,,10456,2018-02-07,1,,,,,1118,GRAND CONCOURSE,0,,,
12,1,2,6,6,7,69,8,13,DSS,HRA,,CT106920171404771,32062004.0,2016-01-01,2018-06-30,FY2018,LEGAL SERVICES NYC,13-2600199,LEGAL SERVICES INITIATIVES,,2023317501,2000933,201,17,40.8166695627,-73.9199589703,BX34,65,,349 EAST 149 STREET,,Bronx,,BRONX,,,,NY,US,,10451,2018-02-07,1,,,,,349,EAST 149 STREET,0,,,
13,1,2,7,7,8,69,8,14,DSS,HRA,,CT106920171404771,32062004.0,2016-01-01,2018-06-30,FY2018,LEGAL SERVICES NYC,13-2600199,LEGAL SERVICES INITIATIVES,,3002710023,3002702,302,33,40.6907928268,-73.9918253022,BK09,9,,105 COURT STREET,,Brooklyn,,BROOKLYN,,,,NY,US,,11201,2018-02-07,1,,,,,105,COURT STREET,0,,,
14,1,2,8,8,9,69,8,15,DSS,HRA,,CT106920171404771,32062004.0,2016-01-01,2018-06-30,FY2018,LEGAL SERVICES NYC,13-2600199,LEGAL SERVICES INITIATIVES,,3018620001,3329709,303,36,40.6801855956,-73.9459301059,BK61,247,,1360 FULTON STREET,,Brooklyn,,BROOKLYN,,,,NY,US,,11216,2018-02-07,1,,,,,1360,FULTON STREET,0,,,
15,1,2,9,9,10,69,8,16,DSS,HRA,,CT106920171404771,32062004.0,2016-01-01,2018-06-30,FY2018,LEGAL SERVICES NYC,13-2600199,LEGAL SERVICES INITIATIVES,,3086767501,3397165,313,48,40.5784343784,-73.9617511906,BK19,362,,3049 BRIGHTON 6TH STREET,,Brooklyn,,BROOKLYN,,,,NY,US,,11235,2018-02-07,1,,,,,3049,BRIGHTON 6TH STREET,0,,,
16,1,2,10,10,11,69,8,17,DSS,HRA,,CT106920171404771,32062004.0,2016-01-01,2018-06-30,FY2018,LEGAL SERVICES NYC,13-2600199,LEGAL SERVICES INITIATIVES,,4096530001,4458616,409,29,40.7137315596,-73.8261222658,QN60,216,,126-02 82 AVENUE,,Queens,,KEW GARDENS,,,,NY,US,,11415,2018-02-07,1,,,,,126-02,82 AVENUE,0,,,
17,1,2,11,11,12,69,8,18,DSS,HRA,,CT106920171404771,32062004.0,2016-01-01,2018-06-30,FY2018,LEGAL SERVICES NYC,13-2600199,LEGAL SERVICES INITIATIVES,,3038420029,3085632,305,42,40.6627311376,-73.891088302,BK85,1128,,447 NEW LOTS AVENUE,,Brooklyn,,BROOKLYN,,,,NY,US,,11207,2018-02-07,1,,,,,447,NEW LOTS AVENUE,0,,,
18,1,2,12,12,13,69,8,19,DSS,HRA,,CT106920171404771,32062004.0,2016-01-01,2018-06-30,FY2018,LEGAL SERVICES NYC,13-2600199,LEGAL SERVICES INITIATIVES,,3020120032,3399792,302,35,40.6831107175,-73.965156074,BK69,199,,900 FULTON STREET,,Brooklyn,,BROOKLYN,,,,NY,US,,11238,2018-02-07,1,,,,,900,FULTON STREET,0,,,
19,1,2,13,13,14,69,8,20,DSS,HRA,,CT106920171404771,32062004.0,2016-01-01,2018-06-30,FY2018,LEGAL SERVICES NYC,13-2600199,LEGAL SERVICES INITIATIVES,,1016880052,1052974,111,8,40.7974179064,-73.9374592837,MN34,188,,2272 SECOND AVENUE,,Manhattan,,NEW YORK,,,,NY,US,,10035,2018-02-07,1,,,,,2272,SECOND AVENUE,0,,,
20,1,2,1,1,2,69,9,21,DSS,HRA,,CT106920171407981,,,,FY2018,LEGAL SERVICES NYC,13-2600199,LEGAL SERVICES INITIATIVES,,1001480015,1001622,101,1,40.7173622343,-74.0068973325,MN24,33,,40 WORTH STREET,,Manhattan,,NEW YORK,,,,NY,US,,10013,2018-02-07,1,,,,,40,WORTH STREET,0,,,
21,1,2,2,2,3,69,10,22,DSS,HRA,,CT106920161413293,683133.0,2015-10-01,2018-09-30,FY2018,LEGAL SERVICES NYC,13-2600199,LEGAL SERVICES INITIATIVES,,5000070086,5000073,501,49,40.6438101032,-74.0763779927,SI22,3,,36 RICHMOND TERRACE,,Staten Island,,STATEN ISLAND,,,,NY,US,,10301,2018-02-07,1,,,,,36,RICHMOND TERRACE,0,,,
22,1,2,2,2,3,69,11,23,DSS,HRA,,CT106920171401989,,,,FY2018,LEGAL SERVICES NYC,13-2600199,LEGAL SERVICES INITIATIVES,,5000070086,5000073,501,49,40.6438101032,-74.0763779927,SI22,3,,36 RICHMOND TERRACE,,Staten Island,,STATEN ISLAND,,,,NY,US,,10301,2018-02-07,1,,,,,36,RICHMOND TERRACE,0,,,
23,1,2,3,3,4,69,12,24,DSS,HRA,,CT106920161413295,3282322.0,2015-10-01,2018-09-30,FY2018,LEGAL SERVICES NYC,13-2600199,LEGAL SERVICES INITIATIVES,,4096760007,4206748,412,24,40.7037020627,-73.8087462903,QN61,240,,8900 SUTPHIN BOULEVARD,,Queens,,JAMAICA,,,,NY,US,,11435,2018-02-07,1,,,,,8900,SUTPHIN BOULEVARD,0,,,
24,1,2,5,5,6,69,13,25,DSS,HRA,,CT106920161418137,6667217.0,2015-10-01,2018-09-30,FY2018,LEGAL SERVICES NYC,13-2600199,LEGAL SERVICES INITIATIVES,,2024620039,2101266,204,16,40.8322318976,-73.9196547727,BX14,18102,,1118 GRAND CONCOURSE,,Bronx,,BRONX,,,,NY,US,,10456,2018-02-07,1,,,,,1118,GRAND CONCOURSE,0,,,
25,1,2,6,6,7,69,13,26,DSS,HRA,,CT106920161418137,6667217.0,2015-10-01,2018-09-30,FY2018,LEGAL SERVICES NYC,13-2600199,LEGAL SERVICES INITIATIVES,,2023317501,2000933,201,17,40.8166695627,-73.9199589703,BX34,65,,349 EAST 149 STREET,,Bronx,,BRONX,,,,NY,US,,10451,2018-02-07,1,,,,,349,EAST 149 STREET,0,,,
26,1,2,7,7,8,69,14,27,DSS,HRA,,CT106920161418392,5641492.0,2015-10-01,2018-09-30,FY2018,LEGAL SERVICES NYC,13-2600199,LEGAL SERVICES INITIATIVES,,3002710023,3002702,302,33,40.6907928268,-73.9918253022,BK09,9,,105 COURT STREET,,Brooklyn,,BROOKLYN,,,,NY,US,,11201,2018-02-07,1,,,,,105,COURT STREET,0,,,
27,1,2,8,8,9,69,14,28,DSS,HRA,,CT106920161418392,5641492.0,2015-10-01,2018-09-30,FY2018,LEGAL SERVICES NYC,13-2600199,LEGAL SERVICES INITIATIVES,,3018620001,3329709,303,36,40.6801855956,-73.9459301059,BK61,247,,1360 FULTON STREET,,Brooklyn,,BROOKLYN,,,,NY,US,,11216,2018-02-07,1,,,,,1360,FULTON STREET,0,,,
28,1,2,9,9,10,69,14,29,DSS,HRA,,CT106920161418392,5641492.0,2015-10-01,2018-09-30,FY2018,LEGAL SERVICES NYC,13-2600199,LEGAL SERVICES INITIATIVES,,3086767501,3397165,313,48,40.5784343784,-73.9617511906,BK19,362,,3049 BRIGHTON 6TH STREET,,Brooklyn,,BROOKLYN,,,,NY,US,,11235,2018-02-07,1,,,,,3049,BRIGHTON 6TH STREET,0,,,
29,2,4,15,15,16,69,15,30,DSS,HRA,,CT106920171411103,1717752.0,2016-10-01,2019-09-30,FY2018,THE LEGAL AID SOCIETY,13-5562265,CUSTOMIZED ASSISTANCE SERVICES (CAS),,1000747501,1001162,101,1,40.7072698705,-74.004313787,MN25,1502,,199 WATER STREET,,Manhattan,,NEW YORK,,,,NY,US,,10038,2018-02-07,1,,,,,199,WATER STREET,0,,,
30,2,4,15,15,16,69,16,31,DSS,HRA,,CT106920171411390,2099475.0,2016-10-01,2019-09-30,FY2018,THE LEGAL AID SOCIETY,13-5562265,CUSTOMIZED ASSISTANCE SERVICES (CAS),,1000747501,1001162,101,1,40.7072698705,-74.004313787,MN25,1502,,199 WATER STREET,,Manhattan,,NEW YORK,,,,NY,US,,10038,2018-02-07,1,,,,,199,WATER STREET,0,,,
31,2,5,15,15,17,69,17,32,DSS,HRA,,CT106920150003384,,,,FY2018,THE LEGAL AID SOCIETY,13-5562265,LEGAL SERVICES INITIATIVES,,1000747501,1001162,101,1,40.7072698705,-74.004313787,MN25,1502,,199 WATER STREET,,Manhattan,,NEW YORK,,,,NY,US,,10038,2018-02-07,1,,,,,199,WATER STREET,0,,,
32,2,5,15,15,17,69,18,33,DSS,HRA,,CT106920150003386,,,,FY2018,THE LEGAL AID SOCIETY,13-5562265,LEGAL SERVICES INITIATIVES,,1000747501,1001162,101,1,40.7072698705,-74.004313787,MN25,1502,,199 WATER STREET,,Manhattan,,NEW YORK,,,,NY,US,,10038,2018-02-07,1,,,,,199,WATER STREET,0,,,
33,2,5,15,15,17,69,19,34,DSS,HRA,,CT106920161422456,,,,FY2018,THE LEGAL AID SOCIETY,13-5562265,LEGAL SERVICES INITIATIVES,,1000747501,1001162,101,1,40.7072698705,-74.004313787,MN25,1502,,199 WATER STREET,,Manhattan,,NEW YORK,,,,NY,US,,10038,2018-02-07,1,,,,,199,WATER STREET,0,,,
34,2,5,15,15,17,69,20,35,DSS,HRA,,CT106920161423838,,,,FY2018,THE LEGAL AID SOCIETY,13-5562265,LEGAL SERVICES INITIATIVES,,1000747501,1001162,101,1,40.7072698705,-74.004313787,MN25,1502,,199 WATER STREET,,Manhattan,,NEW YORK,,,,NY,US,,10038,2018-02-07,1,,,,,199,WATER STREET,0,,,
35,2,5,15,15,17,69,21,36,DSS,HRA,,CT106920161426883,,,,FY2018,THE LEGAL AID SOCIETY,13-5562265,LEGAL SERVICES INITIATIVES,,1000747501,1001162,101,1,40.7072698705,-74.004313787,MN25,1502,,199 WATER STREET,,Manhattan,,NEW YORK,,,,NY,US,,10038,2018-02-07,1,,,,,199,WATER STREET,0,,,
36,2,5,15,15,17,69,22,37,DSS,HRA,,CT106920161428968,,,,FY2018,THE LEGAL AID SOCIETY,13-5562265,LEGAL SERVICES INITIATIVES,,1000747501,1001162,101,1,40.7072698705,-74.004313787,MN25,1502,,199 WATER STREET,,Manhattan,,NEW YORK,,,,NY,US,,10038,2018-02-07,1,,,,,199,WATER STREET,0,,,
37,2,5,15,15,17,69,23,38,DSS,HRA,,CT106920171400978,,,,FY2018,THE LEGAL AID SOCIETY,13-5562265,LEGAL SERVICES INITIATIVES,,1000747501,1001162,101,1,40.7072698705,-74.004313787,MN25,1502,,199 WATER STREET,,Manhattan,,NEW YORK,,,,NY,US,,10038,2018-02-07,1,,,,,199,WATER STREET,0,,,
38,2,5,15,15,17,69,24,39,DSS,HRA,,CT106920171401141,,,,FY2018,THE LEGAL AID SOCIETY,13-5562265,LEGAL SERVICES INITIATIVES,,1000747501,1001162,101,1,40.7072698705,-74.004313787,MN25,1502,,199 WATER STREET,,Manhattan,,NEW YORK,,,,NY,US,,10038,2018-02-07,1,,,,,199,WATER STREET,0,,,
39,2,5,15,15,17,69,25,40,DSS,HRA,,CT106920171401233,,,,FY2018,THE LEGAL AID SOCIETY,13-5562265,LEGAL SERVICES INITIATIVES,,1000747501,1001162,101,1,40.7072698705,-74.004313787,MN25,1502,,199 WATER STREET,,Manhattan,,NEW YORK,,,,NY,US,,10038,2018-02-07,1,,,,,199,WATER STREET,0,,,
40,2,5,15,15,17,69,26,41,DSS,HRA,,CT106920171401712,1937058.0,2015-10-01,2018-09-30,FY2018,THE LEGAL AID SOCIETY,13-5562265,LEGAL SERVICES INITIATIVES,,1000747501,1001162,101,1,40.7072698705,-74.004313787,MN25,1502,,199 WATER STREET,,Manhattan,,NEW YORK,,,,NY,US,,10038,2018-02-07,1,,,,,199,WATER STREET,0,,,
41,2,5,21,21,24,69,26,42,DSS,HRA,,CT106920171401712,1937058.0,2015-10-01,2018-09-30,FY2018,THE LEGAL AID SOCIETY,13-5562265,LEGAL SERVICES INITIATIVES,,1016550035,1052427,111,8,40.7910394964,-73.943434894,MN33,170,,230 EAST 106 STREET,,Manhattan,,NEW YORK,,,,NY,US,,10029,2018-02-07,1,,,,,230,EAST 106 STREET,0,,,
42,2,5,15,15,17,69,27,43,DSS,HRA,,CT106920171402828,,,,FY2018,THE LEGAL AID SOCIETY,13-5562265,LEGAL SERVICES INITIATIVES,,1000747501,1001162,101,1,40.7072698705,-74.004313787,MN25,1502,,199 WATER STREET,,Manhattan,,NEW YORK,,,,NY,US,,10038,2018-02-07,1,,,,,199,WATER STREET,0,,,
43,2,5,15,15,17,69,28,44,DSS,HRA,,CT106920171403565,,,,FY2018,THE LEGAL AID SOCIETY,13-5562265,LEGAL SERVICES INITIATIVES,,1000747501,1001162,101,1,40.7072698705,-74.004313787,MN25,1502,,199 WATER STREET,,Manhattan,,NEW YORK,,,,NY,US,,10038,2018-02-07,1,,,,,199,WATER STREET,0,,,
44,2,5,16,16,19,69,29,45,DSS,HRA,,CT106920161423036,9000000.0,2015-10-01,2018-09-30,FY2018,THE LEGAL AID SOCIETY,13-5562265,LEGAL SERVICES INITIATIVES,,2024620039,2101266,204,16,40.8322318976,-73.9196547727,BX14,18102,,1118 GRAND CONCOURSE,,Bronx,,BRONX,,,,NY,US,,10456,2018-02-07,1,,,,,1118,GRAND CONCOURSE,0,,,
45,2,5,16,16,19,69,29,45,DSS,HRA,,CT106920161423036,9000000.0,2015-10-01,2018-09-30,FY2018,THE LEGAL AID SOCIETY,13-5562265,LEGAL SERVICES INITIATIVES,,2024620039,2101266,204,16,40.8322318976,-73.9196547727,BX14,18102,,1118 GRAND CONCOURSE,,Bronx,,BRONX,,,,NY,US,,10456,2018-02-07,1,,,,,1118,GRAND CONCOURSE,0,,,
46,2,5,17,17,20,69,29,46,DSS,HRA,,CT106920161423036,9000000.0,2015-10-01,2018-09-30,FY2018,THE LEGAL AID SOCIETY,13-5562265,LEGAL SERVICES INITIATIVES,,3001540028,3000428,302,33,40.6906470542,-73.9883455821,BK38,37,,141 LIVINGSTON STREET,,Brooklyn,,BROOKLYN,,,,NY,US,,11201,2018-02-07,1,,,,,141,LIVINGSTON STREET,0,,,
47,2,5,17,17,20,69,29,46,DSS,HRA,,CT106920161423036,9000000.0,2015-10-01,2018-09-30,FY2018,THE LEGAL AID SOCIETY,13-5562265,LEGAL SERVICES INITIATIVES,,3001540028,3000428,302,33,40.6906470542,-73.9883455821,BK38,37,,141 LIVINGSTON STREET,,Brooklyn,,BROOKLYN,,,,NY,US,,11201,2018-02-07,1,,,,,141,LIVINGSTON STREET,0,,,
48,2,5,18,18,21,69,29,47,DSS,HRA,,CT106920161423036,9000000.0,2015-10-01,2018-09-30,FY2018,THE LEGAL AID SOCIETY,13-5562265,LEGAL SERVICES INITIATIVES,,4096800001,4448759,412,24,40.7036168733,-73.8086852216,QN61,240,,89-17 SUTPHIN BOULEVARD,,Queens,,JAMAICA,,,,NY,US,,11435,2018-02-07,1,,,,,89-17,SUTPHIN BOULEVARD,0,,,
49,2,5,18,18,21,69,29,47,DSS,HRA,,CT106920161423036,9000000.0,2015-10-01,2018-09-30,FY2018,THE LEGAL AID SOCIETY,13-5562265,LEGAL SERVICES INITIATIVES,,4096800001,4448759,412,24,40.7036168733,-73.8086852216,QN61,240,,89-17 SUTPHIN BOULEVARD,,Queens,,JAMAICA,,,,NY,US,,11435,2018-02-07,1,,,,,89-17,SUTPHIN BOULEVARD,0,,,
50,2,5,16,16,19,69,30,48,DSS,HRA,,CT106920171403728,5867151.0,2015-10-01,2018-09-30,FY2018,THE LEGAL AID SOCIETY,13-5562265,LEGAL SERVICES INITIATIVES,,2024620039,2101266,204,16,40.8322318976,-73.9196547727,BX14,18102,,1118 GRAND CONCOURSE,,Bronx,,BRONX,,,,NY,US,,10456,2018-02-07,1,,,,,1118,GRAND CONCOURSE,0,,,
51,2,5,23,23,27,69,30,49,DSS,HRA,,CT106920171403728,5867151.0,2015-10-01,2018-09-30,FY2018,THE LEGAL AID SOCIETY,13-5562265,LEGAL SERVICES INITIATIVES,,2024430100,2002457,204,16,40.8256851654,-73.9188171735,BX14,61,,260 EAST 161 STREET,,Bronx,,BRONX,,,,NY,US,,10451,2018-02-07,1,,,,,260,EAST 161 STREET,0,,,
52,2,5,17,17,20,69,31,50,DSS,HRA,,CT106920171403181,32062004.0,2016-01-01,2018-06-30,FY2018,THE LEGAL AID SOCIETY,13-5562265,LEGAL SERVICES INITIATIVES,,3001540028,3000428,302,33,40.6906470542,-73.9883455821,BK38,37,,141 LIVINGSTON STREET,,Brooklyn,,BROOKLYN,,,,NY,US,,11201,2018-02-07,1,,,,,141,LIVINGSTON STREET,0,,,
53,2,5,19,19,22,69,31,51,DSS,HRA,,CT106920171403181,32062004.0,2016-01-01,2018-06-30,FY2018,THE LEGAL AID SOCIETY,13-5562265,LEGAL SERVICES INITIATIVES,,3002660001,3002555,302,33,40.6911439964,-73.9898095203,BK09,9,,111 LIVINGSTON STREET,,Brooklyn,,BROOKLYN,,,,NY,US,,11201,2018-02-07,1,,,,,111,LIVINGSTON STREET,0,,,
54,2,5,20,20,23,69,31,52,DSS,HRA,,CT106920171403181,32062004.0,2016-01-01,2018-06-30,FY2018,THE LEGAL AID SOCIETY,13-5562265,LEGAL SERVICES INITIATIVES,,5000050051,5000025,501,49,40.6405579866,-74.0756896546,SI22,3,,60 BAY STREET,,Staten Island,,STATEN ISLAND,,,,NY,US,,10301,2018-02-07,1,,,,,60,BAY STREET,0,,,
55,2,5,22,22,26,69,31,53,DSS,HRA,,CT106920171403181,32062004.0,2016-01-01,2018-06-30,FY2018,THE LEGAL AID SOCIETY,13-5562265,LEGAL SERVICES INITIATIVES,,1019300030,1058640,110,9,40.8086383554,-73.9485819702,MN11,222,,2090 ADAM CLAYTON POWELL JR BOULEVARD,,Manhattan,,NEW YORK,,,,NY,US,,10027,2018-02-07,1,,,,,2090,ADAM CLAYTON POWELL JR BOULEVARD,0,,,
56,2,5,23,23,27,69,31,54,DSS,HRA,,CT106920171403181,32062004.0,2016-01-01,2018-06-30,FY2018,THE LEGAL AID SOCIETY,13-5562265,LEGAL SERVICES INITIATIVES,,2024430100,2002457,204,16,40.8256851654,-73.9188171735,BX14,61,,260 EAST 161 STREET,,Bronx,,BRONX,,,,NY,US,,10451,2018-02-07,1,,,,,260,EAST 161 STREET,0,,,
57,2,5,24,24,28,69,31,55,DSS,HRA,,CT106920171403181,32062004.0,2016-01-01,2018-06-30,FY2018,THE LEGAL AID SOCIETY,13-5562265,LEGAL SERVICES INITIATIVES,,1001690010,1001833,101,1,40.7163166802,-74.0012769966,MN24,31,,111 CENTRE STREET,,Manhattan,,NEW YORK,,,,NY,US,,10013,2018-02-07,1,,,,,111,CENTRE STREET,0,,,
58,2,5,25,25,29,69,31,56,DSS,HRA,,CT106920171403181,32062004.0,2016-01-01,2018-06-30,FY2018,THE LEGAL AID SOCIETY,13-5562265,LEGAL SERVICES INITIATIVES,,4033580018,4080152,409,29,40.7133125995,-73.8286123124,QN60,216,,120-46 QUEENS BOULEVARD,,Queens,,KEW GARDENS,,,,NY,US,,11415,2018-02-07,1,,,,,120-46,QUEENS BOULEVARD,0,,,
59,2,5,18,18,21,69,32,57,DSS,HRA,,CT106920171403498,3282322.0,2015-10-01,2018-09-30,FY2018,THE LEGAL AID SOCIETY,13-5562265,LEGAL SERVICES INITIATIVES,,4096800001,4448759,412,24,40.7036168733,-73.8086852216,QN61,240,,89-17 SUTPHIN BOULEVARD,,Queens,,JAMAICA,,,,NY,US,,11435,2018-02-07,1,,,,,89-17,SUTPHIN BOULEVARD,0,,,
60,2,5,25,26,29,69,32,58,DSS,HRA,,CT106920171403498,3282322.0,2015-10-01,2018-09-30,FY2018,THE LEGAL AID SOCIETY,13-5562265,LEGAL SERVICES INITIATIVES,,4033580018,4080152,409,29,40.7133125995,-73.8286123124,QN60,216,,120-46 QUEENS BOULEVARD,,Queens,,JAMAICA,,,,NY,US,,11415,2018-02-07,1,,,,,120-46,QUEENS BOULEVARD,0,,,
61,2,5,19,19,22,69,33,59,DSS,HRA,,CT106920171400156,5415832.0,2015-10-01,2018-09-30,FY2018,THE LEGAL AID SOCIETY,13-5562265,LEGAL SERVICES INITIATIVES,,3002660001,3002555,302,33,40.6911439964,-73.9898095203,BK09,9,,111 LIVINGSTON STREET,,Brooklyn,,BROOKLYN,,,,NY,US,,11201,2018-02-07,1,,,,,111,LIVINGSTON STREET,0,,,
62,2,5,19,19,22,69,33,59,DSS,HRA,,CT106920171400156,5415832.0,2015-10-01,2018-09-30,FY2018,THE LEGAL AID SOCIETY,13-5562265,LEGAL SERVICES INITIATIVES,,3002660001,3002555,302,33,40.6911439964,-73.9898095203,BK09,9,,111 LIVINGSTON STREET,,Brooklyn,,BROOKLYN,,,,NY,US,,11201,2018-02-07,1,,,,,111,LIVINGSTON STREET,0,,,
63,2,5,20,20,23,69,34,60,DSS,HRA,,CT106920171400739,683133.0,2015-10-01,2018-09-30,FY2018,THE LEGAL AID SOCIETY,13-5562265,LEGAL SERVICES INITIATIVES,,5000050051,5000025,501,49,40.6405579866,-74.0756896546,SI22,3,,60 BAY STREET,,Staten Island,,STATEN ISLAND,,,,NY,US,,10301,2018-02-07,1,,,,,60,BAY STREET,0,,,
