,id,title,description,street,city,state,postal_code,lat,lng,phone,fax,email,website,logo_id,path,start_time,end_time,marker_id,description_2,days,time_per_day,store_id,start_time_0,end_time_0,start_time_1,end_time_1,start_time_2,end_time_2,start_time_3,end_time_3,start_time_4,end_time_4,start_time_5,end_time_5,start_time_6,end_time_6,categories
10,480,"Admirable Church, Inc.",Merianne Domingue,1910 Flatbush Avenue,Brooklyn,NY,11210,40.623122,-73.937432,347-779-7192,,,,27,58ab4127e452b_pantry_logo2.png,,,44,Sat: 10:00AM-12:00PM,,0,,,,,,,,,,,,,,,,64
11,203,African Services Committee,Youma Nafo,429 west 127th street,Manhattan,NY,10027,40.8132159,-73.95434,212-222-3882 ext. 2172,,,,27,58ab4127e452b_pantry_logo2.png,,,44,Mon: 9:00AM-5:00PM|-      -|Tue: 9:00AM-5:00PM|-      -|Wed: 9:00AM-5:00PM|-      -|Thu: 9:00AM-5:00PM|-      -|Fri: 9:00AM-5:00PM,,0,,,,,,,,,,,,,,,,64
12,319,Agape Christian Center,Ms. Ilsa Lopez,59-02 Summerfield Street,Ridgewood,NY,11385,40.6976489,-73.899608,917-604-4812,,,,27,58ab4127e452b_pantry_logo2.png,,,44,Sat: 12:00PM-2:00PM,,0,,,,,,,,,,,,,,,,64
13,662,Agape Christian Center,Ilsa Lopez,59-02 Summerfield Street,Ridgewood,NY,11385,40.6976489,-73.899608,917-604-4812,,,,28,58ab42aa3f633_kitchen.png,,,44,Sat: 12:00PM-2:00PM,,0,,,,,,,,,,,,,,,,65
14,159,Agape Social Services Beulah Church,Gwendolyn Hargett,956 Marcy Avenue,Brooklyn,NY,11216,40.681291,-73.946363,347-294-0671,,,,27,58ab4127e452b_pantry_logo2.png,,,44,Tue: 10:30AM-2:00PM|-      -|Thu: 10:30AM-2:00PM,,0,,,,,,,,,,,,,,,,64
15,399,Aishel Shabbat,Silia Elmann,1002 Quentin Rd,Brooklyn,NY,11223,40.607508,-73.962768, 646- 229-1126,,,,27,58ab4127e452b_pantry_logo2.png,,,44,Mon: 8:00PM-10:00PM,,0,,,,,,,,,,,,,,,,64
16,782,Aishel Shabbat,Silia Elmann,1002 Quentin Rd,Brooklyn,NY,11223,40.607508,-73.962768, 646- 229-1126,,,,47,kosher_logo.png,,,44,Mon: 8:00PM-10:00PM,,0,,,,,,,,,,,,,,,,67
17,477,All Nations Baptist Church of Woodhaven,David Tinsley,86-74 80th Street,Woodhaven,NY,11421,40.690358,-73.861727,718-847-4229,,,,27,58ab4127e452b_pantry_logo2.png,,,44,Sat: 10:00AM-11:00AM,,0,,,,,,,,,,,,,,,,64
18,290,"All People's Church Apostolic Faith, Inc.",Lillie Stewart,182 Tompkins Avenue,Brooklyn,NY,11206,40.6928369,-73.94584,718-782-3703,,,,27,58ab4127e452b_pantry_logo2.png,,,44,Sat: 10:00AM-11:00PM,,0,,,,,,,,,,,,,,,,64
19,101,Allen Outreach Ministry Feeding Program,Marjorie Sanders,111-54 Merrick Blvd,Jamaica,NY,11433,40.698315,-73.786637,718-526-3510,,,,27,58ab4127e452b_pantry_logo2.png,,,44,Thu: 11:00AM-1:00PM,,0,,,,,,,,,,,,,,,,64
20,655,Allen Outreach Ministry Feeding Program,Marjorie Sanders,111-54 Merrick Blvd,Jamaica,NY,11433,40.698315,-73.786637,718-526-3510,,,,28,58ab42aa3f633_kitchen.png,,,44,Mon: 11:00AM-1:00PM|-      -|Thu: 11:00AM-1:00PM,,0,,,,,,,,,,,,,,,,65
21,181,Ammi Evangelical Baptist Church,Rev. L. St. Juste,1799 Flatbush Avenue,Brooklyn,NY,11210,40.6260559,-73.940449,347-679-3861,,,,27,58ab4127e452b_pantry_logo2.png,,,44,Sat: 12:30PM-2:00PM,,0,,,,,,,,,,,,,,,,64
22,448,Antioch Outreach,Peggy Allen,41 West 124th Street,Manhattan,NY,10024,40.806471,-73.944402,917-974-8261,,,,27,58ab4127e452b_pantry_logo2.png,,,44,Sat: 7:30AM-11:00AM,,0,,,,,,,,,,,,,,,,64
23,739,APICHA,,400 Broadway ,Manhattan,NY,10013,40.7186549,-74.0023294,646-744-0993,,,,46,snap_logo.png,,,44,Tue:  4:30-5:30PM \nThu: 2:30PM-5:30PM,,0,,,,,,,,,,,,,,,,66
24,245,Apostolic Assembly of Jesus Christ,Reverend Jean Subtyl,3808 Church Avenue,Brooklyn,NY,11203,40.651136,-73.941699,718-669-0739,,,,27,58ab4127e452b_pantry_logo2.png,,,44,Sat: 1:00PM-3:00PM,,0,,,,,,,,,,,,,,,,64
25,744,Arab American Family Support Center-LIC,,37-10 30th Street,Queens,NY,10001,40.7550912,-73.9322804,718-937-8000,,,,46,snap_logo.png,,,44,Wed:  9:00AM-5:00PM ,,0,,,,,,,,,,,,,,,,66
26,67,Ascension Outreach Inc.,Father Edwin Chinery,12 West 11th Street,Manhattan,NY,10011,40.7342549,-73.995661,212-254-8620-ext.18,,,,27,58ab4127e452b_pantry_logo2.png,,,44,Sat: 8:30AM-9:00AM,,0,,,,,,,,,,,,,,,,64
27,13,Astor Child Guidance Center,Barbara Evans,750 Tilden Street,Bronx,NY,10467,40.8768409,-73.862812,718-231-3400,,,,27,58ab4127e452b_pantry_logo2.png,,,44,Thu: 2:00PM-3:00PM,,0,,,,,,,,,,,,,,,,64
28,392,Atonement Lutheran Church,Jeremy Reinstein,30-61 87th Street,East Elmhurst,NY,11369,40.761625,-73.881732,718-639-6074,,,,27,58ab4127e452b_pantry_logo2.png,,,44,Thu: 9:00AM-10:00AM,,0,,,,,,,,,,,,,,,,64
29,365,Bailey House Inc. Adult & Family,Lauren Estby,1751 Park Avenue,Manhattan,NY,10035,40.802731,-73.940556,212-633-2500,,,,27,58ab4127e452b_pantry_logo2.png,,,44,Wed: 12:00PM-1:30PM|-      -|Fri: 12:00PM-1:30PM,,0,,,,,,,,,,,,,,,,64
30,395,Basilica of Our Lady of Perpetual Help,Sister Lucille Aliperti,545 60th Street,Brooklyn,NY,11220,40.6389009,-74.015148,347-603-3738,,,,27,58ab4127e452b_pantry_logo2.png,,,44,Sat: 10:30AM-12:00PM,,0,,,,,,,,,,,,,,,,64
31,523,Bay View Houses Resident Association,Sheryl Boyce,2085 Rockaway Parkway,Brooklyn,NY,11236,40.632736,-73.888385,347-216-5909,,,,27,58ab4127e452b_pantry_logo2.png,,,44,Thu: 10:00AM-1:00PM,,0,,,,,,,,,,,,,,,,64
32,731,Bed-Stuy Campaign Against Hunger,,2010 Fulton St,Brooklyn ,NY,11233,40.6784836,-73.9178324,718-773-3551 ext. 112,,,,46,snap_logo.png,,,44,Mon - Fri  9AM-4:30PM,,0,,,,,,,,,,,,,,,,66
33,459,Bedford Central Presbyterian Church,Bernice Layne,1200 Dean Street,Brooklyn,NY,11216,40.676811,-73.949517,718-467-0740,,,,27,58ab4127e452b_pantry_logo2.png,,,44,Thu: 1:00PM-2:00PM,,0,,,,,,,,,,,,,,,,64
34,314,Bensonhurst Council Jewish Org.,Rena Mikhaylova,8635 21st Avenue,Brooklyn,NY,11214,40.6024689,-73.996825,718-333-1834,,,,27,58ab4127e452b_pantry_logo2.png,,,44,Tue: 10:00AM-4:00PM,,0,,,,,,,,,,,,,,,,64
35,776,Bensonhurst Council Jewish Org.,Rena Mikhaylova,8635 21st Avenue,Brooklyn,NY,11214,40.6024689,-73.996825,718-333-1834,,,,47,kosher_logo.png,,,44,Tue: 10:00AM-4:00PM,,0,,,,,,,,,,,,,,,,67
36,216,Beraca SDA Church,Yvose Cruz,91-19 191st Street,Hollis,NY,11423,40.712169,-73.768369,347-484-0913,,,,27,58ab4127e452b_pantry_logo2.png,,,44,Wed: 7:30AM-12:00PM,,0,,,,,,,,,,,,,,,,64
37,166,Beth Hark Christian Counseling Center,Joan Williams,1832 Madison Avenue,Manhattan,NY,10035,40.8022589,-73.943228,646-215-6175,,,,27,58ab4127e452b_pantry_logo2.png,,,44,Tue: 1:00PM-3:30PM|-      -|Thu: 3:30PM-6:00PM,,0,,,,,,,,,,,,,,,,64
38,672,Beth Hark Christian Counseling Center,Ebony Strachan,1832 Madison Avenue,Manhattan,NY,10035,40.8022589,-73.943228,212-860-1520,,,,28,58ab42aa3f633_kitchen.png,,,44,Wed: 12:00PM-2:00PM|-      -|Thu: 12:00PM-2:00PM,,0,,,,,,,,,,,,,,,,65
39,270,Bethany Baptist Church of Jamaica,Doris Taylor,157-11 111th Avenue,Jamaica,NY,11433,40.692919,-73.785165,516-220-5972,,,,27,58ab4127e452b_pantry_logo2.png,,,44,Tue: 11:00AM-1:00PM,,0,,,,,,,,,,,,,,,,64
40,649,Bethany Baptist Church of Jamaica,Doris Taylor,157-11 111th Avenue,Jamaica,NY,11433,40.692919,-73.785165,718-659-6099,,,,28,58ab42aa3f633_kitchen.png,,,44,Wed: 12:00PM-3:00PM,,0,,,,,,,,,,,,,,,,65
41,39,Bethany House,Sheena Shaw,164 Suydam Street,Brooklyn,NY,11221,40.699348,-73.926395,718-574-6300,,,,27,58ab4127e452b_pantry_logo2.png,,,44,Thu: 11:00AM-1:00PM,,0,,,,,,,,,,,,,,,,64
42,634,Bethany United Methodist Church,Vera Burnett,1208 St Johns Place,Brooklyn,NY,11213,40.670949,-73.938253,718-774-6753,,,,28,58ab42aa3f633_kitchen.png,,,44,Tue: 12:30PM-2:30PM,,0,,,,,,,,,,,,,,,,65
43,235,Bethel AME Church,McKinley Smith Jr.,50-60 West 132nd  Street,Manhattan,NY,10037,40.811494,-73.94062,646-406-1359,,,,27,58ab4127e452b_pantry_logo2.png,,,44,Thu: 9:30AM-11:30AM,,0,,,,,,,,,,,,,,,,64
44,338,Bethel AME Church,Artie Crawford,215 Beach 77th  Street,Arverne,NY,11692,40.5886429,-73.804395,917-548-7866,,,,27,58ab4127e452b_pantry_logo2.png,,,44,Thu: 11:00AM-1:00PM,,0,,,,,,,,,,,,,,,,64
45,402,Bethel Community Outreach,Shawn Monestine,344 Tompkins Avenue,Brooklyn,NY,11216,40.685827,-73.944453,347-731-6824,,,,27,58ab4127e452b_pantry_logo2.png,,,44,Tue: 7:00PM-8:30PM|-      -|Fri: 7:00PM-8:30PM,,0,,,,,,,,,,,,,,,,64
46,155,Bethel Gospel Tabernacle Church,Currin Willson,110-25 Guy R Brewer Blvd,Jamaica,NY,11433,40.696798,-73.791411,718-454-2950,,,,27,58ab4127e452b_pantry_logo2.png,,,44,Wed: 11:00AM-12:00PM,,0,,,,,,,,,,,,,,,,64
47,611,Bethel Gospel Tabernacle Church,Currin Wilson,110-25 Guy R Brewer Blvd,Jamaica,NY,11433,40.696798,-73.791411,718-291-2676,,,,28,58ab42aa3f633_kitchen.png,,,44,Tue: 12:00PM-2:00PM|-      -|Fri: 12:00PM-2:00PM,,0,,,,,,,,,,,,,,,,65
48,632,Bethel Holy Church,Gloria Jones,922 St Nicholas Avenue,Manhattan,NY,10032,40.831493,-73.941108,646-316-6138,,,,28,58ab42aa3f633_kitchen.png,,,44,Tue: 12:00PM-2:00PM,,0,,,,,,,,,,,,,,,,65
49,255,Bethel Prayer Ministries,Ebenezer Ardwark,4262 Third Avenue,Bronx,NY,10457,40.8479359,-73.895501,646-228-4510,,,,27,58ab4127e452b_pantry_logo2.png,,,44,Sat: 9:00AM-1:00PM,,0,,,,,,,,,,,,,,,,64
50,337,Bethel Seventh-Day Adventist Church,Olga Manns,457 Grand Avenue,Brooklyn,NY,11238,40.6818379,-73.961461,718-450-1842,,,,27,58ab4127e452b_pantry_logo2.png,,,44,Wed: 3:00PM-5:00PM,,0,,,,,,,,,,,,,,,,64
51,654,Bethel Seventh-Day Adventist Church,Olga Manns,457 Grand Avenue,Brooklyn,NY,11238,40.6818379,-73.961461,718-783-3630,,,,28,58ab42aa3f633_kitchen.png,,,44,Sun: 1:00PM-2:00PM,,0,,,,,,,,,,,,,,,,65
52,303,Bethesda Missionary Baptist Church,Brenda  Baker,179-09 Jamaica Avenue,Jamaica,NY,11432,40.708309,-73.781364,917-365-7770,,,,27,58ab4127e452b_pantry_logo2.png,,,44,Wed: 7:30AM-10:00AM,,0,,,,,,,,,,,,,,,,64
53,622,Bethesda Missionary Baptist Church,Brenda Baker,179-09 Jamaica Avenue,Jamaica,NY,11432,40.708309,-73.781364,917-365-7770,,,,28,58ab42aa3f633_kitchen.png,,,44,Mon: 12:00PM-1:30PM|-      -|Thu: 12:00PM-1:30PM,,0,,,,,,,,,,,,,,,,65
54,324,BFFY - Our Lady of Lourdes Outreach,Sister Kathy Hickey,92-96 220th Street,Queens Village,NY,11428,40.723464,-73.736682,718-479-0924,,,,27,58ab4127e452b_pantry_logo2.png,,,44,Mon: 10:00AM-4:00PM|-      -|Tue: 10:00AM-4:00PM|-      -|Wed: 10:00AM-4:00PM,,0,,,,,,,,,,,,,,,,64
55,132,Bible Faith Tabernacle,William Felix McKinney,1368 St Johns Place,Brooklyn,NY,11213,40.670667,-73.932986,(718)467-4040,,,,27,58ab4127e452b_pantry_logo2.png,,,44,Wed: 1:00PM-3:00PM,,0,,,,,,,,,,,,,,,,64
56,300,Bikur Cholim of Staten Island,Elysa Kaufman ,46 Birchand Avenue,Staten Island,NY,10314,40.5992299,-74.13087,646-251-2378 ,,,,27,58ab4127e452b_pantry_logo2.png,,,44,Wed: 8:00PM-9:00PM,,0,,,,,,,,,,,,,,,,64
57,774,Bikur Cholim of Staten Island,Elysa Kaufman ,46 Birchand Avenue,Staten Island,NY,10314,40.5992299,-74.13087,646-251-2378 ,,,,47,kosher_logo.png,,,44,Wed: 8:00PM-9:00PM,,0,,,,,,,,,,,,,,,,67
58,19,Black Forum of Coop City Inc,Lisa Annor,177 Dreiser Loop,Bronx,NY,10475,40.877389,-73.829476,718-320-8035,,,,27,58ab4127e452b_pantry_logo2.png,,,44,Tue: 11:00AM-12:45PM|-      -|Wed: 11:00AM-12:45PM,,0,,,,,,,,,,,,,,,,64
59,266,Black Veterans for Social Justice,Frank  Farmer,665 Willoughby Avenue,Brooklyn,NY,11206,40.6946689,-73.942547,718-852-6004 ext.411,,,,27,58ab4127e452b_pantry_logo2.png,,,44,Fri: 10:00AM-11:00AM,,0,,,,,,,,,,,,,,,,64
60,347,Blanche Memorial Church,Doris Hill,109-74 Sutphin Boulevard,Jamaica,NY,11435,40.7017639,-73.808879,718-658-2458,,,,27,58ab4127e452b_pantry_logo2.png,,,44,Tue: 9:00AM-9:45AM,,0,347,,,,,,,,,,,,,,,64
61,158,Blessed Sacrament Church,Celeste Guitierrez,198 Euclid Avenue,Brooklyn,NY,11208,40.6837549,-73.874301,718-827-1200,,,,27,58ab4127e452b_pantry_logo2.png,,,44,Wed: 11:30AM-12:30PM,,0,,,,,,,,,,,,,,,,64
62,387,Blessed Virgin Mary St. Mary's Winfield,Lourdes LaPolla,70-31 48th Avenue,Woodside,NY,11377,40.73847,-73.901214,718-672-4848,,,,27,58ab4127e452b_pantry_logo2.png,,,44,Thu: 9:30AM-12:00PM,,0,,,,,,,,,,,,,,,,64
63,424,Bnai Raphael Chesed Organization,Ms. Chana Anne Zagorski,3846 Flatlands Avenue,Brooklyn,NY,11234,40.6103779,-73.973282,718-951-2302,,,,27,58ab4127e452b_pantry_logo2.png,,,44,Mon: 10:00AM-4:00PM|-      -|Tue: 10:00AM-4:00PM|-      -|Wed: 10:00AM-6:00PM|-      -|Thu: 10:00AM-6:00PM|-      -|Fri: 10:00AM-1:00PM,,0,,,,,,,,,,,,,,,,64
64,783,Bnai Raphael Chesed Organization,Ms. Chana Anne Zagorski,3846 Flatlands Avenue,Brooklyn,NY,11234,40.6103779,-73.973282,718-951-2302,,,,47,kosher_logo.png,,,44,Mon: 10:00AM-4:00PM Tue: 10:00AM-4:00PM Wed: 10:00AM-6:00PM Thu: 10:00AM-6:00PM Fri: 10:00AM-1:00PM,,0,,,,,,,,,,,,,,,,67
65,187,Boom! Health,Keith Johnson,540 East Fordham Road,Bronx,NY,10458,40.859374,-73.887,718-295-5606 ext 482,,,,27,58ab4127e452b_pantry_logo2.png,,,44,Mon: 9:30AM-4:00PM|-      -|Tue: 9:30AM-4:00PM|-      -|Wed: 9:30AM-4:00PM|-      -|Thu: 9:30AM-4:00PM|-      -|Fri: 9:30AM-4:00PM,,0,,,,,,,,,,,,,,,,64
66,584,Bowery Mission,Megan Stoll,227 Bowery,Manhattan,NY,10002,40.722068,-73.993319,212-674-3456,,,,28,58ab42aa3f633_kitchen.png,,,44,Sun: 8:00AM-9:00AM|-      -|Sun: 1:00PM-1:30PM,,0,584,,,,,,,,,,,,,,,65
67,3,BRC Homeless Senior Services,Kim Fong,30 Delancey Street,Manhattan,NY,10002,40.719881,-73.992188,212-533-2020,,,,24,58ab38bc2da61_senior_logo.png,,,44,Mon: 8:00AM-10:30AM|-      -|Mon: 12:00PM-1:00PM|-      -|Mon: 2:00PM-3:30PM|-      -|Tue: 8:00AM-10:30AM|-      -|Tue: 12:00PM-1:00PM|-      -|Tue: 2:00PM-3:30PM|-      -|Wed: 8:00AM-10:30AM|-      -|Wed: 12:00PM-1:00PM|-      -|Wed: 2:00PM-3:30PM|-      -|Thu: 8:00AM-10:30AM|-      -|Thu: 12:00PM-1:00PM|-      -|Thu: 2:00PM-3:30PM|-      -|Fri: 8:00AM-10:30AM|-      -|Fri: 12:00PM-1:00PM|-      -|Fri: 2:00PM-3:00PM,,0,,,,,,,,,,,,,,,,63
68,585,BRC Project Rescue,Andrew Apicella,127 W 25th St,Manhattan,NY,10001,40.7447469,-73.99314,212-533-5656,,,,28,58ab42aa3f633_kitchen.png,,,44,Sun: 6:30AM-8:00AM|-      -|Sun: 12:00PM-1:00PM|-      -|Sun: 5:00PM-7:00PM|-      -|Mon: 6:30AM-8:30AM|-      -|Mon: 12:00PM-1:00PM|-      -|Mon: 5:00PM-7:00PM|-      -|Tue: 6:30AM-8:00AM|-      -|Tue: 12:00PM-1:00PM|-      -|Tue: 5:00PM-7:00PM|-      -|Wed: 6:30AM-8:00AM|-      -|Wed: 12:00PM-1:00PM|-      -|Wed: 5:00PM-7:00PM|-      -|Thu: 6:30AM-8:00AM|-      -|Thu: 12:00PM-1:00PM|-      -|Thu: 5:00PM-7:00PM|-      -|Fri: 6:30AM-8:00AM|-      -|Fri: 12:00PM-1:00PM|-      -|Fri: 5:00PM-7:00PM|-      -|Sat: 6:30AM-8:00AM|-      -|Sat: 12:00PM-1:00PM|-      -|Sat: 5:00PM-7:00PM,,0,,,,,,,,,,,,,,,,65
69,623,Bridge Street Missionary Feeding Program,Irene Evans,277 Stuyvesant Avenue,Brooklyn,NY,11221,40.6850489,-73.932424,718-452-3936,,,,28,58ab42aa3f633_kitchen.png,,,44,Wed: 11:00AM-1:30PM,,0,623,,,,,,,,,,,,,,,65
70,175,Bright Temple AME Church,Cheryl Ware,812 Faile Street,Bronx,NY,10474,40.817214,-73.887152,347-653-6839,,,,27,58ab4127e452b_pantry_logo2.png,,,44,Fri: 12:00AM-12:00AM,,0,,,,,,,,,,,,,,,,64
71,618,Broadway Community Inc.,Michael B. Ennes,601 West 114th Street,Manhattan,NY,10025,40.80682,-73.965035,212-864-6100 ext.123,,,,28,58ab42aa3f633_kitchen.png,,,44,Mon: 12:30PM-2:00PM|-      -|Wed: 12:30PM-2:00PM,,0,,,,,,,,,,,,,,,,65
72,441,Bronx Bethany Community Corporation,Doreen Rutty,964 East 227 Street,Bronx,NY,10466,40.886777,-73.852102,718-619-3480,,,,27,58ab4127e452b_pantry_logo2.png,,,44,Wed: 9:00AM-11:00AM|-      -|Thu: 3:00PM-6:00PM,,0,,,,,,,,,,,,,,,,64
73,371,Bronx Full Gospel Tabernacle Inc.,Merrawattie Persaud,4221 Park Avenue,Bronx,NY,10457,40.848019,-73.899356,347-200-4936,,,,27,58ab4127e452b_pantry_logo2.png,,,44,Sat: 8:00AM-9:00AM,,0,,,,,,,,,,,,,,,,64
74,14,Bronx SDA Church,Monica Browne,1695 Washington Avenue,Bronx,NY,10457,40.8421159,-73.900863,718-299-0220,,,,27,58ab4127e452b_pantry_logo2.png,,,44,Thu: 2:00PM-5:00PM,,0,,,,,,,,,,,,,,,,64
75,15,Bronx Temple SDA Community Services,Mr. Lloyd Gilkes,495 Willis Avenue,Bronx,NY,10455,40.814875,-73.918735,347-869-0068,,,,27,58ab4127e452b_pantry_logo2.png,,,44,Tue: 12:00PM-1:00PM|-      -|Wed: 8:00AM-1:00PM|-      -|Thu: 12:00PM-1:00PM,,0,,,,,,,,,,,,,,,,64
76,470,BronxWorks Heights Senior Center,Maria Rivera,200 West Tremont Avenue,Bronx,NY,10453,40.8519429,-73.916777,718-299-0301,,,,27,58ab4127e452b_pantry_logo2.png,,,44,Fri: 9:00AM-3:00PM,,0,470,,,,,,,,,,,,,,,64
77,8,BronxWorks-Morris Senior Center,Linda Tomoney-Hill,80 East 181st Street,Manhattan,NY,10001,40.855065,-73.904186,718-933-5300,,,,24,58ab38bc2da61_senior_logo.png,,,44,Mon: 8:30AM-9:30AM|-      -|Mon: 12:00PM-1:00PM|-      -|Tue: 8:30AM-9:30AM|-      -|Tue: 12:00PM-1:00PM|-      -|Wed: 8:30AM-9:30AM|-      -|Wed: 12:00PM-1:00PM|-      -|Thu: 8:30AM-9:30AM|-      -|Thu: 12:00PM-1:00PM|-      -|Fri: 8:30AM-9:30AM|-      -|Fri: 12:00PM-1:00PM,,0,,,,,,,,,,,,,,,,63
78,413,BronxWorks-Morris Senior Center,Rosalina Luongo,80 East 181st Street,Bronx,NY,10453,40.855065,-73.904186,718-933-5300,,,,27,58ab4127e452b_pantry_logo2.png,,,44,Fri: 1:30PM-2:00PM,,0,,,,,,,,,,,,,,,,64
79,264,Brooklyn Faith SDA Church,Barbara Joseph,5518 Church Avenue,Brooklyn,NY,11203,40.6524319,-73.925353,347-691-0293,,,,27,58ab4127e452b_pantry_logo2.png,,,44,Thu: 2:00PM-4:00PM|-      -|Fri: 1:00PM-4:00PM,,0,,,,,,,,,,,,,,,,64
80,695,Brooklyn Faith SDA Church,Barbara Joseph,5518 Church Avenue,Brooklyn,NY,11203,40.6524319,-73.925353,347-691-0293,,,,28,58ab42aa3f633_kitchen.png,,,44,Fri: 1:00PM-4:00PM,,0,,,,,,,,,,,,,,,,65
81,403,Brooklyn Rescue Mission Urban Harvest,Rev. Devanie Jackson,919 Gates Avenue,Brooklyn,NY,11221,40.688721,-73.928955,917-426-3001,,,,27,58ab4127e452b_pantry_logo2.png,,,44,Tue: 11:00AM-1:00PM|-      -|Wed: 11:00AM-1:00PM,,0,,,,,,,,,,,,,,,,64
82,389,Brooks Memorial UMC,Vivian Foxworth ,143-22 109th Avenue,Jamaica,NY,11435,40.688971,-73.802374,718-658-8822,,,,27,58ab4127e452b_pantry_logo2.png,,,44,Thu: 4:30PM-6:00PM|-      -|Sat: 10:00AM-12:00PM,,0,,,,,,,,,,,,,,,,64
83,214,Brownsville SDA Temple,Carmine Straker,1085 Clarkson Avenue,Brooklyn,NY,11212,40.6597739,-73.922255,718-345-3689,,,,27,58ab4127e452b_pantry_logo2.png,,,44,Sun: 11:00AM-1:00PM,,0,,,,,,,,,,,,,,,,64
84,357,Cabrini Immigrant Services,Dennisse Pizarro,139 Henry Street,Manhattan,NY,10002,40.7133579,-73.990744,212-791-4590 ext. 102,,,,27,58ab4127e452b_pantry_logo2.png,,,44,Tue: 9:30AM-12:30PM,,0,,,,,,,,,,,,,,,,64
85,673,Calvary AME Church,Pat Valdes,790 Herkimer Street,Brooklyn,NY,11233,40.678386,-73.927222,646-226-5297,,,,28,58ab42aa3f633_kitchen.png,,,44,Tue: 12:30PM-2:00PM,,0,,,,,,,,,,,,,,,,65
86,102,Calvary Baptist Church,Elroy Jones,111-10 Guy R Brewer Boulevard,Jamaica,NY,11433,40.698101,-73.787426,718-297-2301,,,,27,58ab4127e452b_pantry_logo2.png,,,44,Wed: 10:00AM-12:00PM|-      -|Thu: 11:30AM-1:30PM,,0,,,,,,,,,,,,,,,,64
87,40,Calvary Free Will Baptist Church,Pastor Mary Allen,1520-30 Herkimer Street,Brooklyn,NY,11207,40.677036,-73.903265,973-951-8231,,,,27,58ab4127e452b_pantry_logo2.png,,,44,Thu: 12:00PM-1:00PM,,0,,,,,,,,,,,,,,,,64
88,50,Calvary Pentecostal Church,Pearl Sylvan,151 Woodruff Avenue,Brooklyn,NY,11226,40.6544219,-73.96113,718-859-7491,,,,27,58ab4127e452b_pantry_logo2.png,,,44,Thu: 11:00AM-1:00PM,,0,,,,,,,,,,,,,,,,64
